id,name,characters,fontFamily,fontSize,positionX,positionY,width,height
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,15576,209,24,12
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10055:125210;6588:47688,Chip,Suggested,Inter,13,15582,206,29,18
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10055:124867;9914:107281,OP,2,Inter,20,15384,257,40,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10036:120039,List item,Reconcile Credentialing Data,Inter,16,15440,255,301,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10036:120040,Secondary,Secondary,Inter,14,15440,279,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,15745,261,24,12
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10055:125210;6588:47688,Chip,Suggested,Inter,13,15751,258,68,18
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10055:124867;9914:107281,OP,3,Inter,20,15384,321,40,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10036:120039,List item,Reconcile Directory Data,Inter,16,15440,319,301,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10036:120040,Secondary,Secondary,Inter,14,15440,343,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,15745,325,24,12
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10055:125210;6588:47688,Chip,Suggested,Inter,13,15751,322,68,18
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156981;10036:120039,List item,List item,Inter,16,15440,203,172,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156981;10036:120040,Secondary,Secondary,Inter,14,15440,227,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120039,List item,List item,Inter,16,15440,203,172,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120040,Secondary,Secondary,Inter,14,15440,227,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120039,List item,List item,Inter,16,15440,203,172,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120040,Secondary,Secondary,Inter,14,15440,227,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120039,List item,List item,Inter,16,15440,203,172,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120040,Secondary,Secondary,Inter,14,15440,227,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,15384,95,39,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,15479,95,39,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,15554,95,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78980;6583:46550,{Header},Alerts (5),,24,15893,-25,622,32
I815:8544;11114:137799;11479:243926;11049:147885;7726:78980;6583:46551,{Subheader},Estimated completion time 1 hr 15 min,Inter,14,15893,7,288,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78980;6583:46552;9996:110442,Button,SEE ALL,Inter,13,16520,-20,55,22
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78980;6583:46550,{Header},Broadcast Message,Inter,14,15909,63,568,32
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},5 hours ago,Inter,14,15909,95,288,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78980;6583:46552;11626:152458,caption,5 hours ago,Inter,12,16149,63,72,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78981;11114:137792;11626:152458,caption,5 hours ago,Inter,12,15893,111,72,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78981;11114:137793;11609:174885,body1,Mandatory Security compliance action must be taken by 3/1/26. Please set up Multi-Factor Authentication for your account.,Inter,14,15893,147,92,24
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:79007;6676:48058;9980:111066,Button,Set up MFA,Inter,14,15917,185,46,24
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,16020,183,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,16095,183,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:78980;6583:46550,{Header},Expiration,Inter,14,15909,57,621,22
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,15909,89,288,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:78981;6640:52020;11609:174885,body1,Your directory confirmation is due in 13 days,Inter,14,15917,97,303,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,15925,183,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,16020,183,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,16095,183,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78980;6583:46550,{Header},Activity Digest,,14,15909,154,494,22
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,15909,186,288,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78980;6583:46552;11626:152458,caption,Last Updated: 3 hours ago,Inter,12,16403,155,161,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78981;6640:52020;6605:52865,body1,"3 Practitioners have made updates to their profiles
1 new Practitioner Authorization",Inter,16,15909,200,415,48
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,15925,282,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,16020,282,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,16095,282,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:78980;6583:46550,{Header},System Message,Inter,14,15909,287,563,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,15909,319,288,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:78980;6583:46552;11626:152458,caption,Today 12:00pm,Inter,12,16472,287,92,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:78981;6640:52020;6605:52865,body1,CAQH Will be conducting a scheduled maintenance Friday into Saturday 4/11/25-4/12/25. Plan for service interruptions starting at 6:00pm EST-5:00am. ,Inter,16,15909,331,655,48
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,15925,415,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,16020,415,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,16095,415,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10036:120039,List item,List item,Inter,16,15965,203,172,24
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10036:120040,Secondary,Secondary,Inter,14,15965,227,132,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10036:120039,List item,List item,Inter,16,15965,203,172,24
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10036:120040,Secondary,Secondary,Inter,14,15965,227,132,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10036:120039,List item,List item,Inter,16,15965,203,172,24
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10036:120040,Secondary,Secondary,Inter,14,15965,227,132,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10036:120039,List item,List item,Inter,16,15965,203,172,24
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10036:120040,Secondary,Secondary,Inter,14,15965,227,132,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156981;10036:120039,List item,List item,Inter,16,15965,203,172,24
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156981;10036:120040,Secondary,Secondary,Inter,14,15965,227,132,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120039,List item,List item,Inter,16,15965,203,172,24
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120040,Secondary,Secondary,Inter,14,15965,227,132,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120039,List item,List item,Inter,16,15965,203,172,24
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120040,Secondary,Secondary,Inter,14,15965,227,132,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120039,List item,List item,Inter,16,15965,203,172,24
I815:8544;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120040,Secondary,Secondary,Inter,14,15965,227,132,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,15909,95,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,16004,95,39,20
I815:8544;11114:137799;11479:243926;11049:147885;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,16079,95,39,20
I815:8544;11114:137800;11479:243926;11049:147638;7726:78980;6583:46550,{Header},State Application,Inter,20,15893,19,568,32
I815:8544;11114:137800;11479:243926;11049:147638;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,15893,51,288,20
I815:8544;11114:137800;11479:243926;11049:147638;7726:78980;6583:46552;9996:109958,Button,Download,Inter,14,16141,25,46,24
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165057;6588:47854;1039:25273,OP,OP,Inter,10,15909,99,18,10
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165057;6588:47856,Chip,Chip,Inter,13,15915,94,29,18
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165058;6588:47854;1039:25273,OP,OP,Inter,10,15980,99,18,10
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165058;6588:47856,Chip,Chip,Inter,13,15986,94,29,18
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:166005;6588:47854;1039:25273,OP,OP,Inter,10,15980,99,18,10
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:166005;6588:47856,Chip,Chip,Inter,13,15986,94,29,18
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;6570:40860,Value,Select,Inter,16,15905,91,172,24
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;10100:148290,Placeholder,Placeholder,Inter,16,15991,91,86,48
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;6570:40857,Label,State,Inter,12,15909,78,32,12
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;10067:123073;6626:50981,Helper text,Helper text,Inter,12,15893,130.5,192,20
I815:8544;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137758;642:114397;11436:165289,Label,Include Supporting Documents,Inter,16,16070,92,42,24
I815:8544;11114:137800;11479:243926;11049:147638;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,15909,139,39,20
I815:8544;11114:137800;11479:243926;11049:147638;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,16004,139,39,20
I815:8544;11114:137800;11479:243926;11049:147638;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,16079,139,39,20
I815:8547;11443:170050;10238:136399,Button,Home,Inter,14,15232.5,-169,41,23
I815:8547;11443:170051;10238:135861,Button,Alerts,Inter,14,15232.5,-72,41,23
I815:8547;11443:170052;10238:135861,Button,Practitioners,Inter,14,15208.5,25,89,23
I815:8547;11443:170053;10238:135861,Button,Locations,Inter,14,15219,122,68,23
I815:8547;11443:170054;10238:135861,Button,Authorizations,Inter,14,15202.5,219,101,23
I815:8547;11464:168628;10238:135861,Button,Organization,Inter,14,15208.5,316,89,23
I815:8547;11464:168634;10238:142406,Button,Tab,Inter,14,15236,-68.99998474121094,28,24
I815:8547;11464:168640;10238:142406,Button,Tab,Inter,14,15236,-46.99998474121094,28,24
I815:8547;11464:168646;10238:142406,Button,Tab,Inter,14,15236,-24.999984741210938,28,24
I815:8547;11464:168652;10238:142406,Button,Tab,Inter,14,15236,-2.9999847412109375,28,24
I815:8548;11114:137793;6605:52865,body1,To-Do Status,Inter,16,15223.5,417,92,24
I830:17389;11114:137792;9974:113663,Button,76%,Inter,20,15232.5,634,41,32
I830:17389;11114:137793;6605:52865,body1,To-Do Status,Inter,16,15202,678,102,24
I818:21023;12047:23218;11501:186167;11480:166231;6583:46349;11114:137763;1451:61290,Search,Search,Inter,16,15397,-274,54,24
I818:21023;12047:23218;11501:186167;11480:166231;10267:135413;11114:176166;6605:52865,body1,PM ID: #######,Inter,16,16421,-278,127,24
I818:21023;12047:23218;11501:186167;11480:166231;10267:135413;11114:176167;9914:107281,OP,KP,Inter,20,16564,-276,40,20
I815:8576;11114:180060;175:4551;11158:164392;6588:47854;1039:25273,OP,OP,Inter,10,16340,-250,18,10
I815:8576;11114:180060;175:4551;11158:164392;6588:47856,Chip,Chip,Inter,13,16346,-255,29,18
I815:8576;11114:180060;175:4551;11158:164393;6588:47854;1039:25273,OP,OP,Inter,10,16411,-250,18,10
I815:8576;11114:180060;175:4551;11158:164393;6588:47856,Chip,Chip,Inter,13,16417,-255,29,18
I815:8576;11114:180060;175:4551;11158:166001;6588:47854;1039:25273,OP,OP,Inter,10,16411,-250,18,10
I815:8576;11114:180060;175:4551;11158:166001;6588:47856,Chip,Chip,Inter,13,16417,-255,29,18
I815:8576;11114:180060;175:4551;6570:40824,Label,PM ID: #######,Inter,16,16336,-258,172,24
I815:8576;11114:180060;175:4551;10067:123067;6626:50981,Helper text,Helper text,Inter,12,16324,-218.5,192,20
I815:8576;11114:180061;175:3885;11626:152452,subtitle1,Kendra Patel,Inter,16,16324,-202,98,28
I815:8576;11114:180061;175:4161;11626:152458,caption,Practice Manager,Inter,12,16324,-174,106,20
I815:8576;11114:180062;215:6559;11565:156939;10036:120039,List item,Profile Details,Inter,16,16396,-110,200,24
I815:8576;11114:180062;215:6559;11565:156939;10036:120040,Secondary,Secondary,Inter,14,16396,-86,132,20
I815:8576;11114:180062;215:6559;11566:156953;10036:120039,List item,Security Settings,Inter,16,16396,-54,200,24
I815:8576;11114:180062;215:6559;11566:156953;10036:120040,Secondary,Secondary,Inter,14,16396,-30,132,20
I815:8576;11114:180062;215:6559;11566:156961;10036:120039,List item,Accessibility Settings,Inter,16,16396,2,200,24
I815:8576;11114:180062;215:6559;11566:156961;10036:120040,Secondary,Secondary,Inter,14,16396,26,132,20
I815:8576;11114:180062;215:6559;11566:156969;10036:120039,List item,List item,Inter,16,16396,34,172,24
I815:8576;11114:180062;215:6559;11566:156969;10036:120040,Secondary,Secondary,Inter,14,16396,58,132,20
